session_id,device_type,marketing_channel,website_version,session_duration_sec,converted,order_value_usd
1234,Desktop,Organic Search,C,222.8,0,0.0
1235,Mobile,Paid Ads,C,301.9,0,0.0
1236,Mobile,Organic Search,B,288.4,0,0.0
1237,Mobile,Paid Ads,B,166.6,0,0.0
1238,Mobile,Social Media,C,165.6,0,0.0
1239,Mobile,Email,C,305.6,0,0.0
1240,Mobile,Social Media,A,82.5,0,0.0
1241,Desktop,Social Media,C,245.4,0,0.0
1242,Mobile,Organic Search,A,355.2,0,0.0
1243,Mobile,Organic Search,B,154.3,0,0.0
1244,Mobile,Email,B,114.2,0,0.0
1245,Mobile,Organic Search,C,147.7,0,0.0
1246,Mobile,Organic Search,B,129.7,0,0.0
1247,Desktop,Referral,A,101.8,1,37.11
1248,Mobile,Referral,B,189.8,0,0.0
1249,Desktop,Social Media,A,444.4,0,0.0
1250,Tablet,Paid Ads,B,257.9,0,0.0
1251,Mobile,Email,B,234.6,0,0.0
1252,Mobile,Organic Search,C,215.5,0,0.0
1253,Mobile,Paid Ads,A,120.2,0,0.0
1254,Desktop,Paid Ads,A,164.8,0,0.0
1255,Mobile,Referral,B,365.0,0,0.0
1256,Desktop,Referral,A,147.9,1,61.79
1257,Desktop,Social Media,A,310.8,0,0.0
1258,Desktop,Organic Search,B,303.2,0,0.0
1259,Mobile,Paid Ads,B,463.7,0,0.0
1260,Tablet,Organic Search,A,256.9,0,0.0
1261,Mobile,Email,B,449.7,0,0.0
1262,Mobile,Organic Search,C,338.1,0,0.0
1263,Mobile,Organic Search,B,228.6,0,0.0
1264,Tablet,Social Media,A,118.5,0,0.0
1265,Desktop,Paid Ads,A,255.4,0,0.0
1266,Desktop,Email,A,278.1,0,0.0
1267,Mobile,Organic Search,B,339.5,0,0.0
1268,Tablet,Email,C,65.0,0,0.0
1269,Mobile,Organic Search,A,84.3,1,51.99
1270,Mobile,Organic Search,A,218.4,0,0.0
1271,Tablet,Paid Ads,A,190.9,0,0.0
1272,Mobile,Organic Search,A,147.4,0,0.0
1273,Mobile,Social Media,C,152.5,1,48.94
1274,Desktop,Organic Search,A,68.5,0,0.0
1275,Mobile,Organic Search,A,229.0,0,0.0
1276,Mobile,Social Media,B,115.5,0,0.0
1277,Mobile,Organic Search,A,122.0,0,0.0
1278,Mobile,Social Media,A,167.6,0,0.0
1279,Desktop,Social Media,B,290.0,0,0.0
1280,Desktop,Organic Search,A,190.8,0,0.0
1281,Mobile,Email,A,226.2,0,0.0
1282,Mobile,Organic Search,B,53.2,1,28.29
1283,Mobile,Paid Ads,B,236.8,0,0.0
1284,Desktop,Organic Search,A,395.9,0,0.0
1285,Tablet,Email,C,248.0,0,0.0
1286,Tablet,Social Media,A,110.1,0,0.0
1287,Mobile,Paid Ads,C,191.2,0,0.0
1288,Mobile,Referral,C,146.7,0,0.0
1289,Mobile,Paid Ads,B,378.5,0,0.0
1290,Desktop,Email,A,134.3,1,63.86
1291,Mobile,Social Media,C,232.5,0,0.0
1292,Desktop,Referral,B,173.3,0,0.0
1293,Desktop,Referral,A,191.5,0,0.0
1294,Mobile,Referral,B,110.6,0,0.0
1295,Mobile,Organic Search,B,214.5,0,0.0
1296,Mobile,Email,C,139.6,0,0.0
1297,Mobile,Email,C,302.8,1,33.34
1298,Mobile,Social Media,C,84.5,0,0.0
1299,Desktop,Organic Search,C,190.1,0,0.0
1300,Mobile,Referral,B,302.5,0,0.0
1301,Mobile,Organic Search,B,244.8,0,0.0
1302,Desktop,Paid Ads,C,148.6,0,0.0
1303,Desktop,Paid Ads,C,269.1,1,17.07
1304,Mobile,Organic Search,C,132.9,0,0.0
1305,Desktop,Social Media,C,141.3,0,0.0
1306,Tablet,Organic Search,B,327.0,0,0.0
1307,Desktop,Social Media,A,154.5,0,0.0
1308,Desktop,Email,C,105.2,0,0.0
1309,Mobile,Paid Ads,A,79.2,0,0.0
1310,Tablet,Social Media,A,181.7,0,0.0
1311,Mobile,Organic Search,B,143.6,0,0.0
1312,Tablet,Email,B,174.7,0,0.0
1313,Desktop,Referral,B,239.7,0,0.0
1314,Mobile,Organic Search,A,215.8,0,0.0
1315,Mobile,Social Media,A,158.6,0,0.0
1316,Desktop,Paid Ads,A,257.8,0,0.0
1317,Desktop,Paid Ads,B,210.6,0,0.0
1318,Mobile,Social Media,A,194.3,0,0.0
1319,Desktop,Paid Ads,C,147.7,0,0.0
1320,Desktop,Social Media,A,292.5,0,0.0
1321,Mobile,Organic Search,B,161.1,0,0.0
1322,Mobile,Paid Ads,A,136.3,0,0.0
1323,Mobile,Email,B,361.8,0,0.0
1324,Desktop,Organic Search,C,176.1,0,0.0
1325,Mobile,Social Media,A,97.5,0,0.0
1326,Desktop,Organic Search,B,223.1,0,0.0
1327,Mobile,Email,C,140.6,0,0.0
1328,Desktop,Social Media,A,103.4,0,0.0
1329,Mobile,Paid Ads,C,403.2,0,0.0
1330,Mobile,Organic Search,C,201.6,1,60.26
1331,Desktop,Paid Ads,B,249.4,0,0.0
1332,Mobile,Referral,C,143.7,0,0.0
1333,Mobile,Paid Ads,B,92.1,0,0.0
1334,Tablet,Paid Ads,B,424.2,0,0.0
1335,Tablet,Social Media,A,105.4,0,0.0
1336,Desktop,Paid Ads,A,206.5,0,0.0
1337,Mobile,Paid Ads,A,63.2,0,0.0
1338,Desktop,Paid Ads,B,133.3,0,0.0
1339,Desktop,Organic Search,B,191.6,0,0.0
1340,Mobile,Social Media,A,254.7,0,0.0
1341,Mobile,Email,B,174.2,1,50.52
1342,Desktop,Referral,A,170.6,0,0.0
1343,Mobile,Email,A,263.0,0,0.0
1344,Desktop,Paid Ads,A,150.8,0,0.0
1345,Tablet,Organic Search,C,128.8,0,0.0
1346,Desktop,Social Media,B,187.2,0,0.0
1347,Mobile,Referral,C,142.0,0,0.0
1348,Mobile,Social Media,A,161.9,0,0.0
1349,Mobile,Paid Ads,B,174.3,0,0.0
1350,Mobile,Social Media,C,206.4,0,0.0
1351,Desktop,Email,A,188.2,0,0.0
1352,Desktop,Referral,B,141.3,0,0.0
1353,Mobile,Email,A,103.6,0,0.0
1354,Mobile,Paid Ads,A,255.2,0,0.0
1355,Desktop,Organic Search,B,241.4,0,0.0
1356,Mobile,Paid Ads,A,340.4,0,0.0
1357,Mobile,Paid Ads,B,207.6,0,0.0
1358,Mobile,Referral,C,175.8,0,0.0
1359,Desktop,Paid Ads,A,147.9,0,0.0
1360,Mobile,Paid Ads,A,155.7,0,0.0
1361,Desktop,Paid Ads,C,157.6,0,0.0
1362,Mobile,Social Media,B,318.4,0,0.0
1363,Desktop,Paid Ads,C,148.1,0,0.0
1364,Mobile,Organic Search,A,286.9,0,0.0
1365,Mobile,Email,B,128.1,1,58.65
1366,Mobile,Paid Ads,C,231.3,0,0.0
1367,Mobile,Paid Ads,A,178.1,0,0.0
1368,Mobile,Organic Search,C,113.2,0,0.0
1369,Mobile,Social Media,B,177.8,0,0.0
1370,Mobile,Social Media,C,254.9,0,0.0
1371,Mobile,Email,A,59.3,1,38.38
1372,Tablet,Organic Search,B,240.7,0,0.0
1373,Mobile,Referral,A,200.8,1,59.28
1374,Desktop,Social Media,C,209.2,0,0.0
1375,Tablet,Organic Search,A,237.0,0,0.0
1376,Mobile,Organic Search,A,242.6,0,0.0
1377,Desktop,Organic Search,C,585.0,0,0.0
1378,Desktop,Email,A,65.0,0,0.0
1379,Desktop,Organic Search,B,346.6,0,0.0
1380,Mobile,Paid Ads,A,289.4,0,0.0
1381,Mobile,Social Media,B,234.5,0,0.0
1382,Mobile,Email,A,133.4,0,0.0
1383,Mobile,Social Media,B,168.0,0,0.0
1384,Tablet,Email,B,142.2,1,75.44
1385,Tablet,Organic Search,A,145.2,0,0.0
1386,Mobile,Email,A,237.4,0,0.0
1387,Desktop,Organic Search,A,323.1,0,0.0
1388,Mobile,Organic Search,C,433.2,0,0.0
1389,Tablet,Referral,A,106.8,0,0.0
1390,Mobile,Organic Search,A,168.7,1,79.57
1391,Tablet,Organic Search,A,106.4,1,71.28
1392,Desktop,Social Media,B,318.2,0,0.0
1393,Mobile,Paid Ads,C,220.9,0,0.0
1394,Mobile,Organic Search,B,180.5,0,0.0
1395,Desktop,Social Media,C,119.9,0,0.0
1396,Mobile,Email,C,220.7,0,0.0
1397,Mobile,Email,C,227.9,0,0.0
1398,Tablet,Organic Search,C,88.6,1,62.7
1399,Desktop,Social Media,A,85.6,0,0.0
1400,Mobile,Email,C,250.0,0,0.0
1401,Mobile,Organic Search,C,444.9,0,0.0
1402,Mobile,Organic Search,B,295.5,0,0.0
1403,Tablet,Organic Search,A,148.7,0,0.0
1404,Mobile,Paid Ads,A,96.8,0,0.0
1405,Mobile,Organic Search,B,142.2,0,0.0
1406,Mobile,Social Media,B,145.7,0,0.0
1407,Tablet,Referral,C,222.5,0,0.0
1408,Mobile,Organic Search,B,421.2,0,0.0
1409,Desktop,Social Media,B,143.3,0,0.0
1410,Desktop,Organic Search,A,171.4,0,0.0
1411,Desktop,Organic Search,A,53.8,0,0.0
1412,Tablet,Email,A,226.8,0,0.0
1413,Desktop,Paid Ads,C,224.5,0,0.0
1414,Tablet,Referral,B,135.2,0,0.0
1415,Mobile,Paid Ads,C,145.4,0,0.0
1416,Desktop,Organic Search,C,132.3,0,0.0
1417,Mobile,Paid Ads,C,203.6,0,0.0
1418,Mobile,Organic Search,B,164.6,0,0.0
1419,Desktop,Email,C,129.4,0,0.0
1420,Tablet,Social Media,C,179.4,0,0.0
1421,Desktop,Paid Ads,C,239.7,0,0.0
1422,Mobile,Paid Ads,A,270.4,0,0.0
1423,Mobile,Social Media,B,375.1,0,0.0
1424,Mobile,Email,A,48.6,0,0.0
1425,Mobile,Organic Search,A,186.1,0,0.0
1426,Mobile,Organic Search,C,219.7,1,23.16
1427,Mobile,Organic Search,C,54.5,0,0.0
1428,Mobile,Paid Ads,A,145.2,0,0.0
1429,Desktop,Paid Ads,A,54.3,0,0.0
1430,Mobile,Organic Search,C,274.2,0,0.0
1431,Tablet,Paid Ads,A,209.0,0,0.0
1432,Desktop,Paid Ads,A,182.9,0,0.0
1433,Mobile,Organic Search,C,143.5,0,0.0
1434,Mobile,Referral,C,384.0,0,0.0
1435,Mobile,Social Media,B,137.7,0,0.0
1436,Tablet,Paid Ads,B,142.1,0,0.0
1437,Mobile,Paid Ads,A,163.2,0,0.0
1438,Mobile,Paid Ads,A,153.7,0,0.0
1439,Tablet,Email,C,518.5,0,0.0
1440,Tablet,Social Media,C,426.0,0,0.0
1441,Mobile,Paid Ads,A,198.9,0,0.0
1442,Mobile,Referral,A,186.2,1,46.08
1443,Mobile,Email,A,175.9,0,0.0
1444,Mobile,Email,A,235.2,0,0.0
1445,Mobile,Organic Search,A,295.1,1,22.39
1446,Desktop,Organic Search,A,94.5,0,0.0
1447,Tablet,Social Media,C,389.1,0,0.0
1448,Mobile,Paid Ads,A,195.0,0,0.0
1449,Desktop,Social Media,C,149.4,0,0.0
1450,Mobile,Email,B,175.5,0,0.0
1451,Desktop,Organic Search,C,284.6,0,0.0
1452,Desktop,Organic Search,C,274.5,0,0.0
1453,Desktop,Paid Ads,B,94.5,0,0.0
1454,Tablet,Organic Search,A,157.9,1,38.62
1455,Mobile,Social Media,C,236.3,0,0.0
1456,Mobile,Social Media,A,304.8,0,0.0
1457,Mobile,Paid Ads,A,292.4,0,0.0
1458,Mobile,Social Media,A,59.0,0,0.0
1459,Tablet,Paid Ads,C,215.9,0,0.0
1460,Mobile,Social Media,A,133.2,0,0.0
1461,Desktop,Organic Search,B,239.9,0,0.0
1462,Mobile,Social Media,B,467.8,0,0.0
1463,Mobile,Social Media,B,333.2,0,0.0
1464,Mobile,Organic Search,A,217.6,0,0.0
1465,Desktop,Social Media,C,299.3,0,0.0
1466,Desktop,Email,C,369.8,0,0.0
1467,Mobile,Organic Search,B,308.2,0,0.0
1468,Mobile,Social Media,B,128.3,0,0.0
1469,Desktop,Referral,C,432.4,0,0.0
1470,Mobile,Email,C,202.7,0,0.0
1471,Tablet,Paid Ads,B,252.9,0,0.0
1472,Mobile,Social Media,B,345.4,0,0.0
1473,Mobile,Referral,A,469.6,0,0.0
1474,Mobile,Social Media,A,137.3,0,0.0
1475,Mobile,Organic Search,A,295.5,0,0.0
1476,Mobile,Organic Search,A,128.5,0,0.0
1477,Mobile,Email,A,243.2,0,0.0
1478,Tablet,Paid Ads,C,109.7,0,0.0
1479,Mobile,Organic Search,C,153.8,1,83.19
1480,Mobile,Paid Ads,C,230.1,0,0.0
1481,Mobile,Email,B,239.9,0,0.0
1482,Mobile,Paid Ads,B,269.4,0,0.0
1483,Desktop,Email,A,251.1,1,37.45
1484,Mobile,Social Media,C,176.6,0,0.0
1485,Desktop,Referral,A,168.4,0,0.0
1486,Mobile,Email,B,219.0,0,0.0
1487,Tablet,Organic Search,C,207.6,0,0.0
1488,Mobile,Social Media,C,184.8,0,0.0
1489,Desktop,Organic Search,A,188.2,0,0.0
1490,Mobile,Referral,C,296.9,0,0.0
1491,Mobile,Organic Search,A,221.1,0,0.0
1492,Desktop,Social Media,A,111.6,0,0.0
1493,Desktop,Email,A,148.9,0,0.0
1494,Desktop,Organic Search,A,154.0,0,0.0
1495,Mobile,Email,C,277.6,0,0.0
1496,Desktop,Organic Search,B,304.5,0,0.0
1497,Desktop,Paid Ads,A,246.2,0,0.0
1498,Desktop,Paid Ads,C,226.6,0,0.0
1499,Mobile,Paid Ads,B,174.4,1,5.83
1500,Desktop,Social Media,B,302.6,0,0.0
1501,Desktop,Referral,B,179.0,0,0.0
1502,Tablet,Paid Ads,B,213.6,0,0.0
1503,Mobile,Social Media,B,210.8,0,0.0
1504,Mobile,Email,B,191.5,0,0.0
1505,Desktop,Email,C,296.1,0,0.0
1506,Mobile,Organic Search,A,72.0,1,62.64
1507,Desktop,Referral,B,213.7,0,0.0
1508,Mobile,Organic Search,A,121.3,0,0.0
1509,Mobile,Social Media,C,203.3,0,0.0
1510,Desktop,Social Media,A,211.8,1,45.85
1511,Mobile,Email,A,80.0,0,0.0
1512,Mobile,Organic Search,C,221.6,0,0.0
1513,Desktop,Organic Search,B,191.4,1,80.43
1514,Desktop,Email,A,166.2,0,0.0
1515,Desktop,Organic Search,A,100.2,0,0.0
1516,Mobile,Paid Ads,B,230.4,0,0.0
1517,Mobile,Social Media,C,159.1,0,0.0
1518,Tablet,Social Media,B,173.2,0,0.0
1519,Mobile,Organic Search,A,168.1,0,0.0
1520,Mobile,Paid Ads,B,357.9,0,0.0
1521,Mobile,Referral,B,347.1,0,0.0
1522,Mobile,Paid Ads,A,63.4,0,0.0
1523,Desktop,Organic Search,C,325.2,0,0.0
1524,Desktop,Organic Search,A,107.1,0,0.0
1525,Desktop,Paid Ads,C,227.4,0,0.0
1526,Mobile,Referral,C,122.6,0,0.0
1527,Mobile,Paid Ads,A,34.4,0,0.0
1528,Mobile,Organic Search,C,498.4,0,0.0
1529,Mobile,Paid Ads,C,206.6,0,0.0
1530,Mobile,Organic Search,B,201.1,0,0.0
1531,Mobile,Organic Search,B,227.3,0,0.0
1532,Mobile,Referral,A,141.8,1,26.94
1533,Desktop,Social Media,A,272.4,0,0.0
1534,Desktop,Organic Search,C,248.3,0,0.0
1535,Mobile,Paid Ads,A,229.0,1,40.33
1536,Mobile,Organic Search,A,130.7,0,0.0
1537,Desktop,Organic Search,B,115.3,0,0.0
1538,Desktop,Social Media,A,296.9,0,0.0
1539,Desktop,Paid Ads,C,264.6,0,0.0
1540,Mobile,Social Media,C,132.7,0,0.0
1541,Desktop,Email,C,104.0,1,90.7
1542,Mobile,Organic Search,A,187.9,0,0.0
1543,Mobile,Referral,B,261.3,0,0.0
1544,Mobile,Paid Ads,C,152.7,0,0.0
1545,Mobile,Organic Search,B,310.9,0,0.0
1546,Mobile,Email,C,302.6,0,0.0
1547,Mobile,Organic Search,B,289.0,0,0.0
1548,Desktop,Social Media,B,220.6,0,0.0
1549,Mobile,Social Media,A,208.4,0,0.0
1550,Mobile,Organic Search,B,107.5,0,0.0
1551,Mobile,Email,A,125.4,0,0.0
1552,Mobile,Organic Search,C,209.3,1,24.2
1553,Mobile,Email,B,243.6,0,0.0
1554,Mobile,Organic Search,A,192.1,0,0.0
1555,Mobile,Organic Search,C,93.0,0,0.0
1556,Desktop,Paid Ads,B,110.4,0,0.0
1557,Tablet,Email,A,227.9,0,0.0
1558,Mobile,Organic Search,C,264.4,0,0.0
1559,Desktop,Email,C,202.9,0,0.0
1560,Desktop,Organic Search,B,266.8,0,0.0
1561,Tablet,Paid Ads,C,296.7,0,0.0
1562,Desktop,Paid Ads,B,439.4,0,0.0
1563,Desktop,Organic Search,B,201.6,1,57.94
1564,Tablet,Referral,A,148.7,0,0.0
1565,Desktop,Paid Ads,A,132.9,0,0.0
1566,Mobile,Social Media,B,159.9,0,0.0
1567,Mobile,Social Media,B,260.6,0,0.0
1568,Mobile,Paid Ads,C,247.1,0,0.0
1569,Mobile,Social Media,B,88.2,0,0.0
1570,Mobile,Email,B,235.1,0,0.0
1571,Mobile,Social Media,C,216.3,0,0.0
1572,Desktop,Paid Ads,C,136.1,0,0.0
1573,Desktop,Social Media,A,42.1,0,0.0
1574,Desktop,Social Media,C,273.6,0,0.0
1575,Mobile,Paid Ads,C,415.7,0,0.0
1576,Mobile,Social Media,A,109.2,0,0.0
1577,Desktop,Paid Ads,A,154.5,0,0.0
1578,Desktop,Email,A,243.6,0,0.0
1579,Tablet,Referral,B,76.7,0,0.0
1580,Desktop,Referral,B,129.4,1,68.99
1581,Desktop,Email,B,55.4,1,44.74
1582,Mobile,Social Media,C,403.3,0,0.0
1583,Mobile,Social Media,A,48.8,0,0.0
1584,Mobile,Organic Search,B,173.2,0,0.0
1585,Desktop,Paid Ads,C,246.2,0,0.0
1586,Tablet,Organic Search,C,172.5,0,0.0
1587,Mobile,Organic Search,C,93.4,0,0.0
1588,Desktop,Referral,A,165.0,1,67.81
1589,Mobile,Email,A,96.0,0,0.0
1590,Mobile,Paid Ads,A,183.7,0,0.0
1591,Mobile,Organic Search,B,280.4,0,0.0
1592,Mobile,Social Media,A,101.2,0,0.0
1593,Tablet,Paid Ads,C,174.5,1,55.31
1594,Mobile,Email,C,169.9,0,0.0
1595,Desktop,Referral,B,262.6,0,0.0
1596,Desktop,Paid Ads,A,180.8,0,0.0
1597,Mobile,Organic Search,B,122.1,0,0.0
1598,Mobile,Organic Search,B,315.9,0,0.0
1599,Desktop,Organic Search,C,210.8,0,0.0
1600,Mobile,Paid Ads,A,111.6,0,0.0
1601,Tablet,Organic Search,C,210.6,0,0.0
1602,Mobile,Organic Search,A,158.2,0,0.0
1603,Desktop,Organic Search,A,149.0,0,0.0
1604,Desktop,Organic Search,C,343.8,0,0.0
1605,Mobile,Social Media,A,183.9,0,0.0
1606,Mobile,Organic Search,A,124.1,0,0.0
1607,Tablet,Email,B,193.8,0,0.0
1608,Mobile,Organic Search,B,389.7,0,0.0
1609,Mobile,Organic Search,A,75.3,0,0.0
1610,Mobile,Organic Search,A,173.1,0,0.0
1611,Mobile,Social Media,A,68.6,0,0.0
1612,Desktop,Organic Search,B,337.2,0,0.0
1613,Desktop,Paid Ads,A,122.2,0,0.0
1614,Mobile,Organic Search,C,139.7,0,0.0
1615,Desktop,Referral,C,388.0,0,0.0
1616,Mobile,Organic Search,A,146.2,0,0.0
1617,Mobile,Paid Ads,A,173.2,0,0.0
1618,Desktop,Email,A,156.6,1,74.83
1619,Tablet,Organic Search,A,177.1,0,0.0
1620,Mobile,Organic Search,A,80.7,0,0.0
1621,Mobile,Email,C,260.8,1,81.16
1622,Mobile,Organic Search,B,104.9,0,0.0
1623,Desktop,Organic Search,B,280.1,0,0.0
1624,Mobile,Paid Ads,C,128.2,0,0.0
1625,Mobile,Organic Search,C,236.0,0,0.0
1626,Desktop,Referral,A,115.2,1,126.21
1627,Mobile,Social Media,A,140.1,0,0.0
1628,Mobile,Social Media,C,172.2,0,0.0
1629,Mobile,Organic Search,A,223.7,0,0.0
1630,Mobile,Social Media,C,368.7,0,0.0
1631,Mobile,Social Media,C,197.9,0,0.0
1632,Desktop,Organic Search,B,57.8,0,0.0
1633,Desktop,Email,A,280.0,1,73.12
1634,Desktop,Social Media,A,255.2,0,0.0
1635,Tablet,Email,B,103.1,0,0.0
1636,Mobile,Organic Search,B,75.3,0,0.0
1637,Mobile,Organic Search,C,224.9,0,0.0
1638,Tablet,Social Media,C,245.6,0,0.0
1639,Mobile,Email,C,430.7,0,0.0
1640,Desktop,Paid Ads,C,243.4,0,0.0
1641,Desktop,Organic Search,C,149.6,0,0.0
1642,Mobile,Email,A,116.7,1,46.01
1643,Mobile,Organic Search,B,222.0,1,55.94
1644,Mobile,Paid Ads,B,77.8,0,0.0
1645,Mobile,Social Media,B,102.6,0,0.0
1646,Mobile,Organic Search,A,102.0,0,0.0
1647,Mobile,Organic Search,B,183.7,0,0.0
1648,Desktop,Organic Search,B,163.1,0,0.0
1649,Tablet,Referral,A,207.3,0,0.0
1650,Desktop,Paid Ads,C,338.7,0,0.0
1651,Mobile,Social Media,B,316.8,0,0.0
1652,Mobile,Referral,B,274.1,0,0.0
1653,Mobile,Social Media,B,161.4,1,43.82
1654,Mobile,Paid Ads,B,132.2,0,0.0
1655,Tablet,Paid Ads,A,198.7,0,0.0
1656,Mobile,Paid Ads,B,232.2,0,0.0
1657,Mobile,Social Media,A,110.1,0,0.0
1658,Desktop,Referral,B,151.7,1,23.9
1659,Mobile,Email,A,97.2,0,0.0
1660,Mobile,Paid Ads,C,85.7,0,0.0
1661,Mobile,Paid Ads,C,240.7,0,0.0
1662,Desktop,Email,B,272.8,0,0.0
1663,Desktop,Organic Search,A,375.0,0,0.0
1664,Mobile,Email,B,176.8,1,47.16
1665,Tablet,Organic Search,C,93.9,0,0.0
1666,Desktop,Social Media,B,404.7,0,0.0
1667,Desktop,Email,C,481.2,0,0.0
1668,Mobile,Paid Ads,C,594.6,0,0.0
1669,Mobile,Organic Search,B,475.5,0,0.0
1670,Desktop,Email,B,211.2,0,0.0
1671,Mobile,Paid Ads,B,177.3,0,0.0
1672,Desktop,Paid Ads,B,273.5,0,0.0
1673,Desktop,Paid Ads,B,96.4,0,0.0
1674,Mobile,Paid Ads,C,162.3,0,0.0
1675,Desktop,Social Media,A,155.4,0,0.0
1676,Tablet,Organic Search,A,278.3,0,0.0
1677,Desktop,Paid Ads,A,260.7,0,0.0
1678,Mobile,Email,C,206.0,0,0.0
1679,Desktop,Organic Search,B,66.6,0,0.0
1680,Mobile,Paid Ads,B,261.1,0,0.0
1681,Desktop,Social Media,B,108.5,1,87.97
1682,Desktop,Email,B,171.7,0,0.0
1683,Desktop,Social Media,C,276.8,0,0.0
1684,Mobile,Email,C,105.2,0,0.0
1685,Mobile,Organic Search,C,136.0,0,0.0
1686,Mobile,Paid Ads,C,324.0,0,0.0
1687,Mobile,Referral,A,276.2,0,0.0
1688,Mobile,Email,A,113.4,0,0.0
1689,Desktop,Social Media,B,200.4,0,0.0
1690,Mobile,Paid Ads,B,79.3,0,0.0
1691,Desktop,Paid Ads,A,243.1,0,0.0
1692,Tablet,Organic Search,C,177.2,0,0.0
1693,Mobile,Email,A,159.5,0,0.0
1694,Desktop,Email,A,164.5,1,26.85
1695,Desktop,Paid Ads,A,97.5,0,0.0
1696,Mobile,Organic Search,C,172.5,0,0.0
1697,Mobile,Paid Ads,C,386.6,0,0.0
1698,Desktop,Organic Search,B,193.7,0,0.0
1699,Tablet,Social Media,C,243.4,0,0.0
1700,Desktop,Social Media,C,210.2,1,38.37
1701,Tablet,Organic Search,B,351.5,1,43.36
1702,Tablet,Social Media,C,307.4,0,0.0
1703,Mobile,Referral,A,37.6,0,0.0
1704,Desktop,Organic Search,B,145.0,0,0.0
1705,Mobile,Paid Ads,A,327.3,0,0.0
1706,Tablet,Paid Ads,B,419.3,0,0.0
1707,Mobile,Organic Search,B,60.4,1,54.7
1708,Mobile,Paid Ads,A,159.6,0,0.0
1709,Desktop,Social Media,B,200.9,0,0.0
1710,Mobile,Organic Search,B,192.3,1,90.79
1711,Desktop,Organic Search,B,233.0,0,0.0
1712,Mobile,Email,A,167.4,0,0.0
1713,Tablet,Paid Ads,A,144.3,0,0.0
1714,Desktop,Social Media,B,243.9,0,0.0
1715,Mobile,Social Media,C,113.9,0,0.0
1716,Desktop,Email,C,239.9,0,0.0
1717,Mobile,Social Media,A,179.5,0,0.0
1718,Desktop,Email,C,373.8,0,0.0
1719,Desktop,Social Media,B,181.4,0,0.0
1720,Desktop,Paid Ads,C,71.3,0,0.0
1721,Mobile,Paid Ads,A,184.5,0,0.0
1722,Mobile,Paid Ads,B,80.6,1,33.43
1723,Desktop,Paid Ads,B,255.0,1,64.19
1724,Desktop,Organic Search,A,293.4,0,0.0
1725,Mobile,Paid Ads,A,175.4,0,0.0
1726,Mobile,Paid Ads,A,158.4,1,48.1
1727,Mobile,Organic Search,B,288.8,0,0.0
1728,Desktop,Organic Search,C,225.5,0,0.0
1729,Mobile,Email,C,283.3,0,0.0
1730,Mobile,Social Media,A,455.1,0,0.0
1731,Tablet,Email,C,186.4,0,0.0
1732,Mobile,Paid Ads,B,238.9,0,0.0
1733,Desktop,Email,C,363.0,0,0.0
1734,Mobile,Email,A,326.1,0,0.0
1735,Desktop,Organic Search,C,296.9,0,0.0
1736,Desktop,Referral,C,156.2,0,0.0
1737,Desktop,Organic Search,C,291.9,0,0.0
1738,Mobile,Social Media,C,305.0,0,0.0
1739,Mobile,Email,B,291.7,0,0.0
1740,Desktop,Paid Ads,C,176.0,0,0.0
1741,Mobile,Social Media,B,426.3,0,0.0
1742,Mobile,Paid Ads,B,363.6,0,0.0
1743,Mobile,Organic Search,C,198.1,0,0.0
1744,Tablet,Organic Search,A,322.7,0,0.0
1745,Desktop,Organic Search,B,195.2,0,0.0
1746,Desktop,Organic Search,C,397.1,0,0.0
1747,Desktop,Social Media,A,161.6,1,54.77
1748,Mobile,Paid Ads,A,78.4,0,0.0
1749,Mobile,Paid Ads,A,430.8,0,0.0
1750,Mobile,Social Media,C,265.4,0,0.0
1751,Desktop,Organic Search,C,186.9,0,0.0
1752,Mobile,Organic Search,A,318.1,0,0.0
1753,Desktop,Email,B,275.7,0,0.0
1754,Desktop,Referral,B,189.4,1,60.86
1755,Mobile,Paid Ads,B,395.7,0,0.0
1756,Desktop,Organic Search,C,336.2,0,0.0
1757,Mobile,Email,C,272.7,1,39.63
1758,Tablet,Email,B,205.1,0,0.0
1759,Tablet,Paid Ads,A,98.1,0,0.0
1760,Tablet,Organic Search,B,53.8,0,0.0
1761,Mobile,Organic Search,B,278.3,0,0.0
1762,Mobile,Social Media,B,110.8,0,0.0
1763,Mobile,Referral,A,111.3,0,0.0
1764,Mobile,Social Media,A,167.7,0,0.0
1765,Mobile,Paid Ads,C,197.7,0,0.0
1766,Mobile,Social Media,A,129.8,0,0.0
1767,Tablet,Email,B,262.3,0,0.0
1768,Mobile,Paid Ads,C,107.7,0,0.0
1769,Mobile,Email,A,219.9,0,0.0
1770,Desktop,Paid Ads,A,140.5,0,0.0
1771,Desktop,Paid Ads,B,173.0,0,0.0
1772,Desktop,Social Media,B,72.9,0,0.0
1773,Desktop,Paid Ads,B,219.3,0,0.0
1774,Desktop,Referral,B,100.6,0,0.0
1775,Desktop,Paid Ads,A,33.3,0,0.0
1776,Mobile,Paid Ads,A,339.6,1,97.37
1777,Desktop,Paid Ads,A,61.9,0,0.0
1778,Mobile,Paid Ads,B,92.9,0,0.0
1779,Mobile,Paid Ads,B,274.6,0,0.0
1780,Mobile,Social Media,C,243.1,0,0.0
1781,Mobile,Paid Ads,A,129.9,0,0.0
1782,Desktop,Paid Ads,B,104.3,0,0.0
